country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","28-08-2025 19:00:00",28.647622,77.3158090,OZONE,3,21,10
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","28-08-2025 19:00:00",28.695381,77.181665,SO2,14,24,18
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","28-08-2025 19:00:00",28.4706914,77.1099364,NO2,14,30,19
India,Delhi,Delhi,"Bawana, Delhi - DPCC","28-08-2025 19:00:00",28.776200,77.051074,PM2.5,47,237,135
India,Delhi,Delhi,"Bawana, Delhi - DPCC","28-08-2025 19:00:00",28.776200,77.051074,PM10,43,149,113
India,Delhi,Delhi,"Mundka, Delhi - DPCC","28-08-2025 19:00:00",28.684678,77.076574,PM10,95,471,204
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","28-08-2025 19:00:00",28.60909,77.0325413,PM10,50,110,89
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","28-08-2025 19:00:00",28.60909,77.0325413,SO2,2,27,11
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","28-08-2025 19:00:00",28.570173,76.933762,NO2,21,35,26
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","28-08-2025 19:00:00",28.570173,76.933762,SO2,5,9,8
India,Delhi,Delhi,"Narela, Delhi - DPCC","28-08-2025 19:00:00",28.822836,77.101981,PM10,62,151,116
India,Delhi,Delhi,"Bawana, Delhi - DPCC","28-08-2025 19:00:00",28.776200,77.051074,CO,NA,NA,NA
India,Delhi,Delhi,"Bawana, Delhi - DPCC","28-08-2025 19:00:00",28.776200,77.051074,OZONE,6,23,18
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","28-08-2025 19:00:00",28.7256504,77.2011573,NO2,1,37,22
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","28-08-2025 19:00:00",28.656756,77.227234,SO2,10,16,13
India,Delhi,Delhi,"DTU, Delhi - CPCB","28-08-2025 19:00:00",28.7500499,77.1112615,NH3,9,14,13
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","28-08-2025 19:00:00",28.674045,77.131023,NH3,4,6,6
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","28-08-2025 19:00:00",28.674045,77.131023,OZONE,2,35,23
India,Delhi,Delhi,"Pusa, Delhi - IMD","28-08-2025 19:00:00",28.636110,77.173332,NO2,7,26,17
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","28-08-2025 19:00:00",28.563262,77.186937,SO2,NA,NA,NA
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","28-08-2025 19:00:00",23.107969,72.574648,NH3,1,3,2
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","28-08-2025 19:00:00",22.977134,72.553024,NO2,34,64,43
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","28-08-2025 19:00:00",22.977134,72.553024,OZONE,16,20,19
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","28-08-2025 19:00:00",15.888653,74.541751,PM10,5,26,12
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","28-08-2025 19:00:00",15.888653,74.541751,NH3,NA,NA,NA
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","28-08-2025 19:00:00",12.9135218,77.5950804,NH3,4,4,4
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","28-08-2025 19:00:00",12.9135218,77.5950804,CO,12,30,18
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","28-08-2025 19:00:00",12.9135218,77.5950804,OZONE,23,24,23
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","28-08-2025 19:00:00",12.951913,77.539784,PM2.5,5,25,15
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","28-08-2025 19:00:00",23.221714,72.654328,CO,14,45,23
India,Gujarat,Surat,"Science Center, Surat - SMC","28-08-2025 19:00:00",21.170046,72.795405,PM2.5,2,41,22
India,Gujarat,Surat,"Science Center, Surat - SMC","28-08-2025 19:00:00",21.170046,72.795405,SO2,15,17,16
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","28-08-2025 19:00:00",20.362421,72.918013,OZONE,2,2,2
